ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
869	Tsum	Dry	kampo	kampo	k a m + p o	k a.m + p o	1234
870	Tsum	Long	ɹiŋmu	ɹiŋmu	ɹ i ŋ + m u	ɹ i.ŋ + m u	1321
871	Tsum	Short	t̪ʰyma	t̪ʰyma	t̪ʰ y + m a	t̪ʰ y + m a	1386
872	Tsum	Hot	tsʰand̪e	tsʰand̪e	tsʰ a + ⁿd̪/d̪ e	tsʰ a + ⁿd̪/d̪ e	1296
873	Tsum	Cold	ɹaŋd̪a	ɹaŋd̪a	ɹ a ŋ + d̪ a	ɹ a.ŋ + d̪ a	1218
874	Tsum	Right	jepa	jepa	j e + p a	j e + p a	1365
875	Tsum	Left	joma	joma	j o + m a	j o + m a	1317
876	Tsum	Near	tɹala	tɹala	t̪ ɹ a + l a	t̪.ɹ a + l a	541
877	Tsum	Far	t̪ʰaɹiŋmu	t̪ʰaɹiŋmu	t̪ʰ a + ɹ i ŋ + m u	t̪ʰ a + ɹ i.ŋ + m u	1247
878	Tsum	Big	tɕʰemo	tɕʰemo	tɕʰ e + m o	tɕʰ e + m o	1195
879	Tsum	Small	tɕʰyma	tɕʰyma	tɕʰ y + m a	tɕʰ y + m a	1397
880	Tsum	Heavy	tɕend̪e	tɕend̪e	tɕ e + ⁿd̪/d̪ e	tɕ e + ⁿd̪/d̪ e	1290
881	Tsum	Light	jaŋbo	jaŋbo	j a ŋ + b o	j a.ŋ + b o	1319
882	Tsum	Above	jau	jau	j a + !Ø/j u	j a + !Ø/j u	4
883	Tsum	White	kaɹbo	kaɹbo	k a ɹ + b o	k a.ɹ + b o	1472
884	Tsum	Black	nakpo	nakpo	n a k + p o	n a.k + p o	1203
885	Tsum	Red	maɹbo	maɹbo	m a ɹ + b o	m a.ɹ + b o	1360
886	Tsum	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
887	Tsum	Two	ɲi	ɲi	ɲ i	ɲ i	1452
888	Tsum	Three	sum	sum	s u m	s u.m	1433
889	Tsum	Four	ʑi	ʑi	ʑ i	ʑ i	1262
890	Tsum	Five	ŋa	ŋa	ŋ a	ŋ a	1310
891	Tsum	Six	tɹu	tɹu	t̪ ɹ u	t̪.ɹ u	1388
892	Tsum	Seven	t̪un	t̪un	t̪ u n	t̪ u.n	1384
893	Tsum	Eight	keʔ	keʔ	k e ʔ	k e.ʔ	1245
894	Tsum	Nine	ku	ku	k u	k u	1351
895	Tsum	Ten	tɕu	tɕu	tɕ u	tɕ u	1422
896	Tsum	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
897	Tsum	One Hundred	kja	kja	k j a	k.j a	1303
898	Tsum	Who	su	su	s u	s u	1474
899	Tsum	What	tɕi	tɕi	tɕ i	tɕ i	1464
900	Tsum	Where	kana	kana	k a + n a	k a + n a	1470
901	Tsum	This	nd̪i	nd̪i	ⁿd/d̪ i	ⁿd/d̪ i	1428
902	Tsum	That	o	o	o	o	786
903	Tsum	Many	kaʑin	kaʑin	k a + ʑ i n	k a + ʑ i.n	479
904	Tsum	All	tɕjop	tɕjop	tɕj/tɕ o p	tɕj/tɕ o.p	10
905	Tsum	To eat	so	so	s o	s o	1240
906	Tsum	To eat	seso	seso	s e + s o	s e + s o	1311
907	Tsum	To bite	sat̪ob	sat̪ob	s a + t̪ o b	s a + t̪ o.b	850
908	Tsum	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	t̪ʰ u.ŋ	1232
909	Tsum	To sleep	ɲol	ɲol	ɲ !o/a l	ɲ !o/a.l	1394
910	Tsum	To sleep	ɲalso	ɲalso	ɲ a l + s o	ɲ a.l + s o	1394
911	Tsum	To give	t̪øʔ	t̪øʔ	t̪ ø ʔ	t̪ ø.ʔ	1268
912	Tsum	To give	t̪eʔso	t̪eʔso	t̪ e ʔ + s o	t̪ e.ʔ + s o	1268
913	Tsum	To die	ɕiso	ɕiso	ɕ i + s o	ɕ i + s o	1230
914	Tsum	To kill	seso	seso	s e + s o	s e + s o	1311
915	Tsum	To fly	pʰiɹso	pʰiɹso	pʰ i ɹ + s o	pʰ i.ɹ + s o	1259
916	Tsum	To walk	ndo	ndo	ⁿd/d̪ o	ⁿd/d̪ o	1453
917	Tsum	To run	tɕʰoŋdo	tɕʰoŋdo	tɕʰ o ŋ + d̪ o	tɕʰ o.ŋ + d̪ o	967
918	Tsum	To come	ɕjoʔ	ɕjoʔ	ɕ j o ʔ	ɕ.j o.ʔ	1224
919	Tsum	To come	leuʑuŋ	leuʑuŋ	l eu + ʑ u ŋ	l eu + ʑ u.ŋ	21
920	Tsum	I	ŋa	ŋa	ŋ a	ŋ a	1310
921	Tsum	You (informal)	kʰjøʔ	kʰjøʔ	kʰ j ø ʔ	kʰ.j ø.ʔ	1430
922	Tsum	We (inclusive)	ɲoɹoŋ	ɲoɹoŋ	ɲ o + ɹ o ŋ	ɲ o + ɹ o.ŋ	1066
923	Tsum	We (inclusive)	ɲoɹoŋkja	ɲoɹoŋkja	ɲ o + ɹ o ŋ + k j a	ɲ o + ɹ o.ŋ + k.j a	1066
924	Tsum	You (plural)	kʰeɹaŋkja	kʰeɹaŋkja	kʰ e + ɹ a ŋ + k j a	kʰ e + ɹ a.ŋ + k.j a	1159
925	Tsum	Hailstone	seɹa	seɹa	s e + ɹ a	s e + ɹ a	1280
926	Tsum	Hailstone	tɕʰjaɹwa	tɕʰjaɹwa	tɕʰ j a + !ɹw/ɹ a	tɕʰ.j a + !ɹw/ɹ a	348
927	Tsum	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
928	Tsum	Pig	pʰaʔ	pʰaʔ	pʰ a ʔ	pʰ a.ʔ	1356
929	Tsum	Stick	perka	perka	p e ɹ + k a	p e.ɹ + k a	762
930	Tsum	To chew	tɹoʔ	tɹoʔ	t̪ ɹ o ʔ	t̪.ɹ o.ʔ	873
931	Tsum	To throw	kjut	kjut	k j u t̪	k.j u.t̪	1000
932	Tsum	To throw	kjuɾtsoŋ	kjuɾtsoŋ	k j u ɹ + ts o ŋ	k.j u.ɹ + ts o.ŋ	1000
933	Yolmo	Head	ŋɡo	ŋɡo	ⁿg/g o	ⁿg/g o	1284
934	Yolmo	Hair	tɹa	tɹa	t̪ ɹ a	t̪.ɹ a	1282
935	Yolmo	Eye	mi	mi	m i	m i	1246
936	Yolmo	Ear	nəmdʑjo	nəmdʑjo	n ə m + dʑj/dʑ o	n ə.m + dʑj/dʑ o	1238
937	Yolmo	Nose	n̪aɾko	n̪aɾko	n aɾ/a + k o	n aɾ/a + k o	1352
938	Yolmo	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
939	Yolmo	Teeth	so	so	s o	s o	1240
940	Yolmo	Tongue	tsele	tsele	!ts/tɕ e + l e	!ts/tɕ e + l e	1444
941	Yolmo	Breast	praŋɡo	praŋɡo	p r a ŋ + g o	p.r a.ŋ + g o	119
942	Yolmo	Breast	woma	woma	w o + m a	w o + m a	1211
943	Yolmo	Belly	pʰo	pʰo	pʰ o	pʰ o	1192
944	Yolmo	Skin	pawa	pawa	p a + w a	p a + w a	1389
945	Yolmo	Bone	ɹeko	ɹeko	ɹ e + k o	ɹ e + k o	1208
946	Yolmo	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
947	Yolmo	Blood	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1206
948	Yolmo	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	kʰ a.ŋ + b a	1301
949	Yolmo	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
950	Yolmo	Knife	kaɹt̪a	kaɹt̪a	k a ɹ + t̪ a	k a.ɹ + t̪ a	422
951	Yolmo	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
952	Yolmo	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
953	Yolmo	Sun	ɲima	ɲima	ɲ i + m a	ɲ i + m a	1418
954	Yolmo	Moon	nd̪awa	nd̪awa	ⁿd/d̪ a + w a	ⁿd/d̪ a + w a	1327
955	Yolmo	Sky	n̪əm	n̪əm	!n̪/n ə m	!n̪/n ə.m	1392
956	Yolmo	Star	kəɾma	kəɾma	k ə/a ɾ/ɹ + m a	k ə/a.ɾ/ɹ + m a	1410
957	Yolmo	Water	tɕʰu	tɕʰu	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
958	Yolmo	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	ts ə.ŋ + b u	1368
959	Yolmo	Cloud	mukpa	mukpa	m u k + p a	m u.k + p a	176
960	Yolmo	Rainbow	za	za	z a	z a	1358
961	Yolmo	Wind	hlawa	hlawa	h l a + w a	h.l a + w a	1486
962	Yolmo	Stone	t̪o	t̪o	t̪ o	t̪ o	1416
963	Yolmo	Sand	pema	pema	p e + m a	p e + m a	1382
964	Yolmo	Fire	me	me	m e	m e	1251
965	Yolmo	Mud	sasa	sasa	s a + s a	s a + s a	534
966	Yolmo	Dust	t̪ʰalbi	t̪ʰalbi	t̪ʰ a + l !Ø/a + b i	t̪ʰ a + l !Ø/a + b i	1237
967	Yolmo	Tree	t̪uŋbu	t̪uŋbu	t̪ u ŋ + b u	t̪ u.ŋ + b u	1039
968	Yolmo	Leaf	loma	loma	l o + m a	l o + m a	1315
969	Yolmo	Root	tsaɾki	tsaɾki	ts a ɾ/ɹ + k i	ts a.ɾ/ɹ + k i	1371
970	Yolmo	Flower	mend̪o	mend̪o	m e + ⁿd̪/d̪ o	m e + ⁿd̪/d̪ o	1257
971	Yolmo	Fruit	pʰəlbul	pʰəlbul	pʰ ə l + b u l	pʰ ə.l + b u.l	310
972	Yolmo	Wheat (husked)	ne	ne	n e	n e	1092
973	Yolmo	Barley	dzəu	dzəu	!dz/ts əu	!dz/ts əu	1190
974	Yolmo	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
975	Yolmo	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
976	Yolmo	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
977	Yolmo	Egg	koŋa	koŋa	k o + ŋ a	k o + ŋ a	1242
978	Yolmo	Horns	ɹowa	ɹowa	ɹ o + w a	ɹ o + w a	1292
979	Yolmo	Tail	ŋama	ŋama	ŋ a + m a	ŋ a + m a	1419
980	Yolmo	Goat	ra	ra	!r/ɹ a	!r/ɹ a	1269
981	Yolmo	Dog	kʰi	kʰi	kʰ i	kʰ i	1231
982	Yolmo	Snake	pɹul	pɹul	p ɹ u l	p.ɹ u.l	1401
983	Yolmo	Mosquito	mətɕʰəɹ	mətɕʰəɹ	m ə + tɕʰ ə ɹ	m ə + tɕʰ ə.ɹ	528
984	Yolmo	Ant	tomaŋ	tomaŋ	t̪ !Ø/ɹ o + m a ŋ	t̪.!Ø/ɹ o + m a.ŋ	1183
985	Yolmo	Spider	ɕwabu	ɕwabu	ɕ w a + b u	ɕ.w a + b u	58
986	Yolmo	Name	min	min	m i n	m i.n	1344
987	Yolmo	Woman	pimi	pimi	p i + m i	p i + m i	1121
988	Yolmo	Father	aba	aba	a + b a	a + b a	1249
989	Yolmo	Mother	ãmã	ãmã	!ã/a + m !ã/a	!ã/a + m !ã/a	1338
990	Yolmo	Son	pu	pu	p u	p u	1403
991	Yolmo	Daughter	pomo	pomo	p o/u + m o	p o/u + m o	1227
992	Yolmo	Husband	kʰjowa	kʰjowa	kʰ j o + w a	kʰ.j o + w a	413
993	Yolmo	Wife	pimi	pimi	p i + m i	p i + m i	1121
994	Yolmo	Morning	ɕjole	ɕjole	ɕ j o + l e	ɕ.j o + l e	1330
995	Yolmo	Yesterday	nd̪aŋ	nd̪aŋ	ⁿd/d̪ a ŋ	ⁿd/d̪ a.ŋ	1151
996	Yolmo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
997	Yolmo	Tomorrow	n̪aŋbaɹ	n̪aŋbaɹ	n a ŋ + b a ɹ	n a.ŋ + b a.ɹ	1442
998	Yolmo	Year	lo	lo	l o	l o	1494
999	Yolmo	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
1000	Yolmo	Good	jabu	jabu	j a + b u	j a + b u	1272
1001	Yolmo	Bad	tsokpa	tsokpa	ts o k + p a	ts o.k + p a	116
1002	Yolmo	Wet	taŋmu	taŋmu	t̪ a ŋ + m u	t̪ a.ŋ + m u	179
1003	Yolmo	Dry	kambu	kambu	k a m + b u	k a.m + b u	1234
1004	Yolmo	Long	ɹiŋbu	ɹiŋbu	ɹ i ŋ + b u	ɹ i.ŋ + b u	1321
1005	Yolmo	Short	t̪ʰemu	t̪ʰemu	t̪ʰ e + m u	t̪ʰ e + m u	1386
1006	Yolmo	Hot	tomu	tomu	t̪ o + m u	t̪ o + m u	398
1007	Yolmo	Cold	taŋmu	taŋmu	t̪ a ŋ + m u	t̪ a.ŋ + m u	179
1008	Yolmo	Right	joba	joba	j o + b a	j o + b a	1365
1009	Yolmo	Left	joma	joma	j o + m a	j o + m a	1317
1010	Yolmo	Near	poɰla	poɰla	p o ɰ + l a	p o.ɰ + l a	545
1011	Yolmo	Far	t̪ʰaɹiŋbu	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i ŋ + b u	t̪ʰ a + ɹ i.ŋ + b u	1247
1012	Yolmo	Big	tɕʰjimbu	tɕʰjimbu	tɕʰj/tɕʰ i + ⁿb/b u	tɕʰj/tɕʰ i + ⁿb/b u	1195
1013	Yolmo	Small	tsemu	tsemu	ts e + m u	ts e + m u	13
1014	Yolmo	Heavy	tɕjand̪i	tɕjand̪i	tɕj/tɕ a + ⁿd̪/d̪ i	tɕj/tɕ a + ⁿd̪/d̪ i	1290
1015	Yolmo	Light	jaŋd̪i	jaŋd̪i	j a ŋ + d̪ i	j a.ŋ + d̪ i	1319
1016	Yolmo	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	t̪ʰ o + l a	1
1017	Yolmo	White	kaɾpu	kaɾpu	k a ɾ/ɹ + p u	k a.ɾ/ɹ + p u	1472
1018	Yolmo	Black	n̪akpu	n̪akpu	!n̪/n a k + p u	!n̪/n a.k + p u	1203
1019	Yolmo	Red	maɹmu	maɹmu	m a ɹ + m u	m a.ɹ + m u	1360
1020	Yolmo	One	tɕi	tɕi	tɕ i	tɕ i	1464
1021	Yolmo	Two	ɲi	ɲi	ɲ i	ɲ i	1452
1022	Yolmo	Three	sum	sum	s u m	s u.m	1433
1023	Yolmo	Four	ʑi	ʑi	ʑ i	ʑ i	1262
1024	Yolmo	Five	ŋa	ŋa	ŋ a	ŋ a	1310
1025	Yolmo	Six	tu	tu	t̪ u	t̪ u	1388
1026	Yolmo	Seven	t̪in	t̪in	t̪ i n	t̪ i.n	1384
1027	Yolmo	Eight	ke	ke	k e	k e	1245
1028	Yolmo	Nine	ku	ku	k u	k u	1351
1029	Yolmo	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
1030	Yolmo	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
1031	Yolmo	Twenty	kʰaldʑi	kʰaldʑi	kʰ a l + dʑ/tɕ i	kʰ a.l + dʑ/tɕ i	1051
1032	Yolmo	One Hundred	kjatɕi	kjatɕi	k j a + tɕ i	k.j a + tɕ i	1303
1033	Yolmo	Who	su	su	s u	s u	1474
1034	Yolmo	What	tɕi	tɕi	tɕ i	tɕ i	1464
1035	Yolmo	Where	ka	ka	k a	k a	1470
1036	Yolmo	This	nd̪i	nd̪i	ⁿd/d̪ i	ⁿd/d̪ i	1428
1037	Yolmo	That	pʰarŋe	pʰarŋe	pʰ a r + ŋ e	pʰ a.r + ŋ e	791
1038	Yolmo	Many	maŋbu	maŋbu	m a ŋ + b u	m a.ŋ + b u	1323
1039	Yolmo	All	ndzamaɹaŋ	ndzamaɹaŋ	ⁿdz/dz a + m a + ɹ a ŋ	ⁿdz/dz a + m a + ɹ a.ŋ	1177
1040	Yolmo	To eat	so	so	s o	s o	1240
1041	Yolmo	To bite	muɹd̪uŋ	muɹd̪uŋ	m u ɹ + d̪ u ŋ	m u.ɹ + d̪ u.ŋ	1202
1042	Yolmo	To drink	t̪ʰuŋd̪uŋ	t̪ʰuŋd̪uŋ	t̪ʰ u ŋ + !d̪/t̪ʰ u ŋ	t̪ʰ u.ŋ + !d̪/t̪ʰ u.ŋ	1232
1043	Yolmo	To sleep	ɲald̪uŋ	ɲald̪uŋ	ɲ a l + d̪ u ŋ	ɲ a.l + d̪ u.ŋ	1394
1044	Yolmo	To give	t̪eɾt̪uŋ	t̪eɾt̪uŋ	t̪ e ɾ/ɹ + t̪ u ŋ	t̪ e.ɾ/ɹ + t̪ u.ŋ	1268
1045	Yolmo	To die	ɕid̪e	ɕid̪e	ɕ i + d̪ e	ɕ i + d̪ e	1230
1046	Yolmo	To kill	set̪oŋ	set̪oŋ	s e + t̪ o ŋ	s e + t̪ o.ŋ	1311
1047	Yolmo	To fly	loŋ	loŋ	l o ŋ	l o.ŋ	901
1048	Yolmo	To walk	ndo	ndo	ⁿd/d̪ o	ⁿd/d̪ o	1453
1049	Yolmo	To run	tɕʰjuŋd̪uŋ	tɕʰjuŋd̪uŋ	tɕʰj/tɕʰ u ŋ + d̪ u ŋ	tɕʰj/tɕʰ u.ŋ + d̪ u.ŋ	967
1050	Yolmo	To come	ɕjo	ɕjo	ɕ j o	ɕ.j o	1224
1051	Yolmo	I	ŋa	ŋa	ŋ a	ŋ a	1310
1052	Yolmo	You (informal)	kʰje	kʰje	kʰ j e	kʰ.j e	1430
1053	Yolmo	You (informal)	kʰjø	kʰjø	kʰ j ø	kʰ.j ø	1430
1054	Yolmo	We (inclusive)	ɲiɹaŋ	ɲiɹaŋ	ɲ i + ɹ a ŋ	ɲ i + ɹ a.ŋ	1066
1055	Yolmo	You (plural)	kʰjapəti	kʰjapəti	kʰ j a + p ə + t̪ i	kʰ.j a + p ə + t̪ i	1498
1056	Yolmo	Hailstone	seɹa	seɹa	s e + ɹ a	s e + ɹ a	1280
1057	Yolmo	Horse	t̪əbu	t̪əbu	t̪ ə + b u	t̪ ə + b u	1294
1058	Yolmo	Pig	pʰa	pʰa	pʰ a	pʰ a	1356
1059	Yolmo	Stick	pɹeka	pɹeka	p !ɹ/e !Ø/ɹ + k a	p !ɹ/e.!Ø/ɹ + k a	762
1060	Yolmo	To chew	muɾt̪oŋ	muɾt̪oŋ	m u !ɾ/ɹ + !t̪/d̪ !o/u ŋ	m u.!ɾ/ɹ + !t̪/d̪ !o/u.ŋ	1214
1061	Yolmo	To throw	kjuɹd̪uŋ	kjuɹd̪uŋ	k j u ɹ + d̪ u ŋ	k.j u.ɹ + d̪ u.ŋ	1000
1062	OldTibetan	Above	s.t.e.ŋ	s.t.e.ŋ	s t e ŋ	s.t e.ŋ	1172
1063	Lhasa	Above	j.ɛ̃.∼.¹³.◦.tɕʰ.ɛ.⁵²	j.ɛ̃.∼.¹³.◦.tɕʰ.ɛ.⁵²	j ɛ̃ ¹³ + tɕʰ ɛ ⁵²	j ɛ̃ ¹³ + tɕʰ ɛ ⁵²	1173
1064	Lhasa	Above	kʰ.o.ŋ.¹³.◦.l.a	kʰ.o.ŋ.¹³.◦.l.a	kʰ o ŋ ¹³ + l a	kʰ o.ŋ ¹³ + l a	1174
1065	Batang	Above	j.a.¹³.◦.tɕ.ø.ʔ.⁵³	j.a.¹³.◦.tɕ.ø.ʔ.⁵³	j a ¹³ + tɕ ø ʔ ⁵³	j a ¹³ + tɕ ø.ʔ ⁵³	1173
1066	Xiahe	Above	j.a.n._.tɕh.a.r	j.a.n._.tɕh.a.r	j a n + tɕʰ a r	j a.n + tɕʰ a.r	1173
1067	OldChinese	Above	d.a.ŋ.ʔ.+.s	d.a.ŋ.ʔ.+.s	d a ŋ ʔ + s	d a.ŋ ʔ + s	1172
1068	OldTibetan	All	tʰ.a.m.s.◦.tɕ.a.d	tʰ.a.m.s.◦.tɕ.a.d	tʰ a m s + tɕ a d	tʰ a.m s + tɕ a.d	1175
1069	Xiahe	All	h.a._.n.o	h.a._.n.o	h a + n o	h a + n o	1176
1070	Lhasa	All	tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵	tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵	tsʰ a ŋ ⁵⁵ + m a ⁵⁵	tsʰ a.ŋ ⁵⁵ + m a ⁵⁵	1177
1071	Batang	All	j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³	j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³	j ø ¹³ + tsʰ ɛ ʔ ⁵³	j ø ¹³ + tsʰ ɛ.ʔ ⁵³	1178
1072	Lhasa	All	k.a.ŋ.¹³.◦.k.a.⁵⁵	k.a.ŋ.¹³.◦.k.a.⁵⁵	k a ŋ ¹³ + k a ⁵⁵	k a.ŋ ¹³ + k a ⁵⁵	1179
1073	Alike	All	tsh.a.ŋ._.m.æ	tsh.a.ŋ._.m.æ	tsʰ a ŋ + m æ	tsʰ a.ŋ + m æ	1177
1074	OldChinese	All	b.r.o.m	b.r.o.m	b r o m	b.r o.m	1180
1075	OldChinese	All	gˤ.r.ə.m	gˤ.r.ə.m	gˤ r ə m	gˤ.r ə.m	1181
1076	OldTibetan	All	k.u.n	k.u.n	k u n	k u.n	1182
1077	Xiahe	Ant	m.b.ə._.tɕ.a.χ._.m.a	m.b.ə._.tɕ.a.χ._.m.a	m b ə + tɕ a χ + m a	m.b ə + tɕ a.χ + m a	1183
1078	Alike	Ant	cç.o.k._.m.æ	cç.o.k._.m.æ	cç o k + m æ	cç o.k + m æ	1183
1079	Lhasa	Ant	tʂh.oː.¹³.◦.m.a.⁵⁵	tʂh.oː.¹³.◦.m.a.⁵⁵	ʈʂʰ oː ¹³ + m a ⁵⁵	ʈʂʰ oː ¹³ + m a ⁵⁵	1183
1080	Batang	Ant	dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³	dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³	dʑ a ⁵⁵ + ɖʐ o ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	1183
1081	OldChinese	Ant	m.+.qʰ.a.j.ʔ	m.+.qʰ.a.j.ʔ	m + qʰ a j ʔ	m + qʰ a.j ʔ	1184
1082	OldChinese	Ant	qʰˤ.o.ʔ	qʰˤ.o.ʔ	qʰˤ o ʔ	qʰˤ o ʔ	1183
1083	OldTibetan	Ant	g.r.o.g.+.m.a	g.r.o.g.+.m.a	g r o g + m a	g r o.g + m a	1183
1084	OldTibetan	Bad	ŋ.a.n	ŋ.a.n	ŋ a n	ŋ a.n	1185
1085	Lhasa	Bad	ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵	ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵	ŋ ɛ̃ ¹³ + p o ⁵⁵	ŋ ɛ̃ ¹³ + p o ⁵⁵	1185
1086	Lhasa	Bad	t.u.¹³.◦.k.o.⁵⁵	t.u.¹³.◦.k.o.⁵⁵	t u ¹³ + k o ⁵⁵	t u ¹³ + k o ⁵⁵	1186
1087	Batang	Bad	d.u.⁵⁵.◦.p.ᴜ.⁵³	d.u.⁵⁵.◦.p.ᴜ.⁵³	d u ⁵⁵ + p u ⁵³	d u ⁵⁵ + p u ⁵³	1186
1088	Batang	Bad	ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³	ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³	ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³	ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³	1187
1089	Xiahe	Bad	a._.χ.a._.m.a	a._.χ.a._.m.a	a + χ a + m a	a + χ a + m a	1188
1090	Xiahe	Bad	ŋ.a.n	ŋ.a.n	ŋ a n	ŋ a.n	1185
1091	Alike	Bad	ŋ.a.n._.b.æ	ŋ.a.n._.b.æ	ŋ a n + b æ	ŋ a.n + b æ	1185
1092	OldChinese	Bad	ʔˤ.a.k	ʔˤ.a.k	ʔˤ a k	ʔˤ a.k	1189
1093	Lhasa	Barley	s.oː.⁵⁵	s.oː.⁵⁵	s oː ⁵⁵	s oː ⁵⁵	1190
1094	Lhasa	Barley	s.o.⁵⁵.◦.w.a.⁵⁵	s.o.⁵⁵.◦.w.a.⁵⁵	s o ⁵⁵ + w a ⁵⁵	s o ⁵⁵ + w a ⁵⁵	1190
1095	Batang	Barley	sh.ɑ.⁵⁵	sh.ɑ.⁵⁵	sʰ ɑ ⁵⁵	sʰ ɑ ⁵⁵	1190
1096	OldTibetan	Barley	n.a.s	n.a.s	n a s	n a.s	1191
1097	OldTibetan	Belly	pʰ.o.b.a	pʰ.o.b.a	pʰ o + b a	pʰ o + b a	1192
1098	Alike	Belly	h.o	h.o	h o	h o	1192
1099	Lhasa	Belly	tʂh.o.¹³.◦.k.o.⁵²	tʂh.o.¹³.◦.k.o.⁵²	ʈʂʰ o ¹³ + k o ⁵²	ʈʂʰ o ¹³ + k o ⁵²	1193
1100	Batang	Belly	tʂ.ᴜ.¹³.◦.p.a.⁵³	tʂ.ᴜ.¹³.◦.p.a.⁵³	ʈʂ u ¹³ + p a ⁵³	ʈʂ u ¹³ + p a ⁵³	1193
1101	Xiahe	Belly	h.o	h.o	h o	h o	1192
1102	OldChinese	Belly	p.u.k	p.u.k	p u k	p u.k	1194
1103	OldTibetan	Big	tɕʰ.e	tɕʰ.e	tɕʰ e	tɕʰ e	1195
1104	Lhasa	Big	tɕʰ.ẽ.∼.⁵⁵.◦.p.o.⁵⁵	tɕʰ.ẽ.∼.⁵⁵.◦.p.o.⁵⁵	tɕʰ ẽ ⁵⁵ + p o ⁵⁵	tɕʰ ẽ ⁵⁵ + p o ⁵⁵	1195
1105	Batang	Big	tɕʰ.ɪ.⁵³	tɕʰ.ɪ.⁵³	tɕʰ ɪ ⁵³	tɕʰ ɪ ⁵³	1195
1106	Batang	Big	tɕʰ.ɑ.u.¹³	tɕʰ.ɑ.u.¹³	tɕʰ ɑu ¹³	tɕʰ ɑu ¹³	1195
1107	Xiahe	Big	tɕh.e._.w.o	tɕh.e._.w.o	tɕʰ e + w o	tɕʰ e + w o	1195
1108	Alike	Big	tɕh.e	tɕh.e	tɕʰ e	tɕʰ e	1195
1109	OldChinese	Big	lˤ.a.t.+.s	lˤ.a.t.+.s	lˤ a t + s	lˤ a.t + s	1196
1110	OldTibetan	To bite	b.z.a.s	b.z.a.s	b z a s	b.z a.s	1197
1111	Lhasa	To bite	s.o.⁵⁵._.c.a.¹³²	s.o.⁵⁵._.c.a.¹³²	s o ⁵⁵ + c a ¹³²	s o ⁵⁵ + c a ¹³²	1198
1112	Batang	To bite	ndʐ.ɛ.ʔ.⁵³	ndʐ.ɛ.ʔ.⁵³	ⁿɖʐ ɛ ʔ ⁵³	ⁿɖʐ ɛ.ʔ ⁵³	1199
1113	Xiahe	To bite	sʰ.o._.nd.e.p	sʰ.o._.nd.e.p	sʰ o + ⁿd e p	sʰ o + ⁿd e.p	1198
1114	Alike	To bite	w.a._.w.d.i._.w.ɟ.j.a.p	w.a._.w.d.i._.w.ɟ.j.a.p	w a + w d i + w ɟ j a p	w a + w.d i + w.ɟ.j a.p	1200
1115	OldChinese	To bite	d.e.t.+.s	d.e.t.+.s	d e t + s	d e.t + s	1201
